user,text,num_comments,num_retweets,num_views,timestamp
@nealkdavis,"Keen on transitioning into a career in #cloud computing? Introducing our Cloud Mastery Bootcamp, a 12-month transformational program that will help you build job-ready skills on #AWS, Linux, Python, Containers & IaC. Join our webinar today at 6pm ET: https://event.webinarjam.com/register/36/q3lkli6p…",0,2,477,2023-04-06T12:30:34.000Z
@thesewhocan,Day 235 of #100DaysofCode: More code challenges SQL - it is like a foreign language! Reviewing Python methods Still figuring out how to use 'two pointers' in Python.,0,2,809,2023-04-06T07:21:42.000Z
@trending_repos,Trending repository of the day Auto-GPT by @SigGravitas An experimental open-source attempt to make GPT-4 fully autonomous. Main language: Python Last 24h: 2694 Total: 14054,0,2,367,2023-04-07T08:57:43.000Z
@ed_uchoa,"Exciting news for the routing community! We're proud to announce VRPSolverEasy, a Python interface for VRPSolver that does not require any knowledge of Mixed Integer Programming modeling. https://pypi.org/project/VRPSolverEasy/… #VRPSolverEasy #VRP",5,23,"4,792",2023-04-05T22:42:51.000Z
@JenCarsonTaylor,"Queen Elizabeth II kept a diary. <Michael Palin, the Monty Python actor turned broadcaster, has revealed that on one occasion [dinner at Windsor Castle] he was invited to sit next to the late Queen for dinner and discovered that she kept a diary.>>",5,7,"7,532",2023-04-05T23:53:43.000Z
@RuslanWing,"All #Python and the #Solidity developers, please check out the article on How to deploy a smart contract with Brownie Tool on @XinFin_Official #XDCNetwork https://xdc.dev/ruslan_wing/how-to-deploy-a-smart-contract-with-brownie-on-xdc-network-4n2k… #XinFin #XDC #BuildOnXDC #WeAreXDC",0,21,"1,499",2023-04-06T13:59:03.000Z
@Trusted_Shop02,What you need to do is to Buy Google Reviews for your business https://bit.ly/417cKHV #100Daysofcode #javascript #programming #dev #linux #java #programming #CodeNewbie #python #reactjs #bugbounty #DataScience #infosec #gamedev #WomenWhoCode #Ducey #MikePence #react,0,0,2,2023-04-07T08:38:15.000Z
@Analytics_659,Are Industry and Society both ready for #GenerativeAI #AI #MachineLearning #Python #flutter #Cloud #DataScience #Art #DataMining #Robotics #SelfDrivingCars #futureofwork #fintech #programming #100DaysOfCode Cc: @Khulood_Almani @CurieuxExplorer https://bit.ly/3mhbnrp,4,16,"1,095",2023-04-06T06:06:41.000Z
@Karthikeya_K_,Hello World!... Today #day108 - I have completed My Assignment-16 & Grand Assessment- 2 #python - @rahulattuluri Sir... @girishakash13 @sashankreddy07 #200daysofcode #200daysofcodingchallenge #coding #codinglife #ccbp #successmindset #Waytosuccess #pythonprogramming #data,0,0,112,2023-04-04T18:29:55.000Z
@SamvanRooy1,"""I want to be a woman. It's my right as a man"" Het profetische gehalte van Monty Python's Life of Brian (1979!) @JohnCleese",12,36,"6,065",2023-04-06T05:50:46.000Z
@beginnercapital,"Week 3.5(?) of @pyquantnews : Coding Ray Dalio/Bridgewater’s Risk Parity strategy in Python At the end of the day, it’s nothing more than weighting the portfolio by risk, instead of $ A strategy used by the most sophisticated investors in a few lines of code #buildinpublic",7,62,100.4K,2023-04-02T12:19:18.000Z
@vapeafond,Django: Multiple pagination (ajax) not working for django-el-pagination - #jquery - #python - #ajax - #django - #pagination - Answer link : https://codehunter.cc/a/django/multiple-pagination-ajax-not-working-for-django-el-pagination…,0,0,15,2023-04-07T04:00:03.000Z
@anythingbott,FORGOT TO MENTION: Tomorrow I'm gonna work on an hourly python bot I'm pretty sure most of you only need an anything bot and an hourly bot. If,13,15,28.5K,2023-04-06T23:36:29.000Z
@SearchFantasy,"New artwork for sale! - ""God Is A #Aiart #Aiartist #Aiartcommunity #Womenintech #Womeninstem #Python #Nft #Digitalart"" - https://fineartamerica.com/featured/2-god-is-a-aiart-aiartist-aiartcommunity-womenintech-womeninstem-python-nft-digitalart-not-an-ai-guy.html… @fineartamerica",1,0,15,2023-04-07T06:11:13.000Z
@OxyCryptodone,So I won't what I did.. apparently you can challenge #chatGPT in developer mode using the developer prompt to combine them..... then combined another ai with the created #AI and did it again..... I can do.... anything now?..... wow! #amazing #Python,1,2,139,2023-04-06T02:56:47.000Z
@Sirat47882355,Anyone who wants to learn Python from the scratch. Try this playlist. https://youtu.be/7wnove7K-ZQ,0,1,82,2023-04-07T06:12:58.000Z
@JeanLucJucker,Where can you bike in #Groningen? Part of a series on #cycling in #Netherlands cities. Made with #Python using data from @openstreetmap Coming next: #Amsterdam ! @FilmendeFietser,2,5,"1,690",2023-04-03T12:39:30.000Z
@python_spaces,You might be interested in my other posts,0,2,"3,379",2023-04-07T02:56:29.000Z
@enyinnayaibeka,"Idemili is a River goddess of Nnobi in Anambra state. Idemili is also known as Eke Mili meaning “Python of the Sea”. A story relates that when a child is born in Idemili, the short python crawls to the place where the baby is kept #DadaNwaMmiri",3,6,480,2023-04-06T06:00:24.000Z
@David3141593,"Something that surprised me while doing this, was that twitter has none of the most obvious anti-bot mitigations. I aggressively scraped the graphql API, right at the rate limit, impersonating the web client but with a default Python useragent - and the API didn't seem to mind?",16,61,94.7K,2023-04-04T10:45:34.000Z
@Balgan,"Using @yoheinakajima framework as a foundation, I then transformed the agents into @LangChainAI agents and gave them access to google search, python and bash, and told it to become a cyber underwriter. Pretty cool to see what it does with just a few minutes running... #infosec",7,23,78K,2023-04-04T16:38:09.000Z
@edd69o,"I just built my first interactive code which takes inputs from the user! Day 2 of #Replit100DaysOfCode #100DaysOfCode. Join me on @Replit https://join.replit.com/python myName = input(""what's your name?: "") myFavfood = input(""wht ur fva food?: "") myMusic = input(""what ur fav song?: "")",0,2,10,2023-04-07T09:34:59.000Z
@KeyboardMilitia,"These #trans ""influencers"" have turned #women into a parody, they portray women about as accurately as Monty Python. https://youtu.be/9_OIs49m56E",1,4,721,2023-04-06T02:41:46.000Z
@IOHK_Charles,Here's a very tangible example when people ask what GPT-5 or 6 will do. One could take an arbitrary Python program and ask GPT to upgrade it to compile with Codon:,25,122,74.4K,2023-04-05T14:32:55.000Z
@MLRepositories,minimalRL: Implementations of basic RL algorithms with minimal lines of codes! (pytorch based) Lang: Python 2403 #MachineLearning,0,3,310,2023-04-06T15:18:26.000Z
@NordlysLN,A super useful tool for #LightningNetwork devs and advanced node runners.,0,1,132,2023-04-05T08:15:03.000Z
@Hrushi2020,Great hands-on example of Fast Fourier Transform(FFT) in python. #programming #Python #Mathematics #learning,0,2,101,2023-04-03T05:37:10.000Z
@shrihacker,"Python be like, don’t thread on me",2,2,933,2023-04-05T15:44:06.000Z
@InglisBrendan,"I made a voice activated AI assistant leveraging ChatGPT and Google cloud APIs in Python! There has been a lot of talk about AI safety recently, and this project showcases how easily accessible this technology is. #openai #python #chatgpt",1,0,114,2023-04-06T02:07:24.000Z
@juantomas,Wow this so awesome. I’m thinking how to use it at the #smartforestecosystems chair Cc: @smgular ⁦ @SoyForestal ⁩ ⁦ @fbravo_SFM ⁩ ⁦ @YoungForesters ⁩,0,4,407,2023-04-07T05:31:29.000Z
@ocean_affair,Video: Florida alligator body slams massive python then eats it https://foxweather.com/earth-space/video-gator-eats-python-florida… #FoxWeather,0,2,107,2023-04-04T01:41:18.000Z
@TechBeatConf,2nd generation social media may either bring people together OR isolate them to heights of loneliness. Do you agree ? #startups #innovation #cybersecurity #bayarea #VentureCapital #java #dotnet #python #speakers #innovators #artificialintelligence,0,0,19,2023-04-07T05:28:22.000Z
@anythingbott,"Hey guys! Looks like the Python version works! Altho, the JSON syntax gets pretty hard. Every event I have to set it up like this I'm gonna work on the bot in the next few days so request stuff here Just be sure it's gonna be really fucking slow adding each event/character",285,128,161.7K,2023-04-06T15:14:17.000Z
@voxonphotonics,"The @voxonphotonics VX1 has plugins for Unity and Blender, file type support for OBJ, STL, PLY, DICOM, and Heightmap, as well as an SDK that includes numerous coding examples written in C, C++, C#, and Python. This truly makes the VX1 a display unlike any other! #Creative",2,14,"2,417",2023-04-06T08:15:43.000Z
@innovazy1,Read about the real impact and benefits businesses like yours are seeing when they build AI solutions using Azure. Download the Forrester Consulting Total Economic Impact study today to learn more. #AzureAI #AzureMachineLearning #dotnet #java #python #php,0,1,16,2023-04-05T13:00:29.000Z
@__mbel__,"Example Data Science job in the US. Between 106k and 235k Experience with ML, forecasting, causal inference. Python or R And people say data science is dead...",2,1,335,2023-04-06T16:37:42.000Z
@Karthikeya_K_,Hello World! Today #day110 - I have completed My Session & Coding practice -17B & Grand #python - @rahulattuluri Sir @girishakash13 @sashankreddy07 #200daysofcode #200daysofcodingchallenge #coding #codinglife #ccbp #ccbpian #successmindset #Waytosuccess #pythonprogramming,0,0,26,2023-04-06T20:32:01.000Z
@codingsmartway,Complete Guide: Connect OpenAI and Google Search using LangChain https://medium.com/codingthesmartway-com-blog/complete-guide-connect-openai-and-google-search-using-langchain-43bbfb0dd264… #openai #chatgpt #Artificial_Intelligence #python #programming #coding,0,3,453,2023-04-06T17:25:13.000Z
@Radio_Future_,Chill with the best Lo-fi music for your work and studies at Radio Future. Radio Station - https://ift.tt/zjskyL2 Stream Url - https://ift.tt/fBe0zVM #Letsconnect #NFT #Web3 #Tech #Music #Radio #Song #AI #ML #Python #100daysofcode #React #Coding #DataScience,3,1,53,2023-04-06T07:00:22.000Z
@reewardius,"Sort results for nuclei, often you want to view results for a particular target and immediately sort them from ""Critical"" to ""Info"". This script solves that problem. https://github.com/DingyShark/nuclei-scan-sort… #bugbountytips #bugbounty #bugbountytip",0,4,406,2023-04-02T21:31:10.000Z
@_VanshGoel_,Day 6 of #100DaysOfCode #Backend #webdev • Read through an article on http://Dev.To for Django and learnt an alternative way to link apps in settings .py file • Understood the Django project structure better • Realised how URLs and Views actually work in python,1,1,284,2023-04-02T19:23:53.000Z
@BreitbartNews,"""GATOR VS. PYTHON:"" A Florida woman caught a battle of the beasts in the Everglades when she recorded an alligator body-slamming then devouring a python.",17,37,51.2K,2023-04-06T18:50:15.000Z
@iam_yash06,"Hello Folks, Starting #25daysofcode .. I have completed #Day1 of #25DaysofCode with @scaler_official Question solved : Python If-Else Find my code here : https://hackerrank.com/challenges/py-if-else/submissions… Partner : @GuptaPratik02 #scalerdiscord #codewithscaler #scaleracademy",0,0,42,2023-04-05T16:37:05.000Z
@ngie,With some nifty nesting skills I built a game to test if you are a true fan of a TV show ! Day 7 of #Replit100DaysOfCode #100DaysOfCode. Join me on @Replit,0,2,31,2023-04-07T01:09:23.000Z
@dragonforest0,How to Create A Chat GPT-3 Web app with Streamlit in Python https://dragonforest.in/chat-gpt-3-web-app-with-streamlit/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #machinelearning #deeplearning #datascience,1,0,33,2023-04-06T02:01:17.000Z
@LangChainAI,Glad to see @Metal_io (a fully managed AI retrieval engine) getting support in both Python and JS!,0,4,"7,461",2023-04-06T14:34:29.000Z
@sandax_,Heureux de vous annoncer la sortie de ma nouvelle application Happy to announce the release of my new application #Python #PS3 #ps3jailbreak #development (Thanks in advance for the stars ),0,0,10,2023-04-06T19:13:47.000Z
@Genkii888,"List ur expertise for FREE at http://Genkii.io, our Consulting-as-a-service platform & enjoy exclusive benefits* worth up to US$4,000. Details in comments #Freelance #Blockchain #NFTs #100daysofcode #Web3 #Crypto #unity3d #GameDev #ai #ml #datascience #python",1,4,148,2023-04-05T09:36:58.000Z
@Course_club,100%OFF Courses Python & Django REST API Bootcamp – Build A Python Web API #python #django #restapi #api #udemyfree More FREE Courses -- Check Thread,1,0,51,2023-04-04T03:45:08.000Z
@LUCKis4Me,"{MINT IS LIVE!} @FinnCottonNFT , the sneaker-backed up company IRL that's bridging web 3 with solid utilities for its holders. Don't miss out on this opportunity to be part of a revolutionary movement in web2 and web3 company. #FinnCotton #Web3 #IRLsneakers #NFTs",3,5,127,2023-04-06T09:55:00.000Z
@me_AndreiM,What the elif did I build today? A hack proof login system! Try breaking in !! Day 6 of #Replit100DaysOfCode #100DaysOfCode. Join me on @Replit,1,2,42,2023-04-05T11:22:41.000Z
@AnugulaHruthik,Felt like I was at Hogwarts with all the casting I did today ! Day 9 of #Replit100DaysOfCode #100DaysOfCode. Join me on @Replit,0,3,235,2023-04-03T14:00:38.000Z
yueyawuhen520@163.com,With the powers of concatenation I made a whacky recipe maker ! Day 3 of #Replit100DaysOfCode #100DaysOfCode. Join me on @Replit,0,2,17,2023-04-07T00:59:08.000Z
@HamidTaebi,Google has put a free training course for beginners that teaches Python in a very simple language. This video tutorial also teaches Python in very simple language. https://youtube.com/watch?v=_uQrJ0TkZlc… or https://developers.google.com/edu/python #python #programming #technology,0,0,9,2023-04-06T13:40:21.000Z
@RNGundam,"Posting here for visibility: Still testing this but for simple image bots, Oracle Cloud Infrastructure gives you a 500GB bucket and up to 4 CPUs and 24 GB of RAM in compute resources free forever. A python script randomly drawing from the bucket could replace your bots for free",5,69,23K,2023-04-06T13:50:07.000Z
@Proxify_Dev,New #remote opportunities Senior #Full-stack Developer (#React.js + #Node.js) Senior #Angular Developer Senior #Backend #Python Developer Senior #QA Engineer Senior #Golang Developer Apply now or tag someone who might be interested! #hiring,0,3,206,2023-04-06T09:59:00.000Z
@UnivisionNews,"There appears to be no solution to the Burmese #python invasion in Florida, now considered ""one of the most intractable invasive species management problems worldwide."" They are making ""a buffet"" out of native species in The Everglades, one hunter says.",0,4,562,2023-04-03T13:16:15.000Z
@iam_yash06,"Hello Folks, I have completed #Day2 of #25DaysofCode with @scaler_official Question solved : Python - Arithmetic operators Find my code here : https://hackerrank.com/challenges/py-if-else/submissions… Partner : @GuptaPratik02 #scalerdiscord #codewithscaler #scaleracademy",0,0,30,2023-04-06T15:08:35.000Z
@ArcSagar91,"Try this program here: https://replit.com/@Singh-Sagar/day-19100-days… Built an interest calculator to see how much money I would owe! A bit boring, I know, but necessary for #reallife. Day 19 of #Replit100DaysOfCode #100DaysOfCode. Join me on @Replit",0,1,16,2023-04-07T04:33:15.000Z
@Srajankiyotaka,"I just deployed my first Python package on PyPi! Check out my Python code for computing probability queries on Bayes net using prior, rejection, likelihood, and Gibbs sampling on PyPi or GitHub: http://rb.gy/f5u25 or http://rb.gy/eie8l #Python #BayesNets #Sampling",0,0,13,2023-04-06T14:26:12.000Z
@ToonyLoones,This is some great stuff. Thank goodness there are some legit law firms with good people that have the know how to stop this fraud @JoeBiden and his puppets from ruining an industry that needs some serious innovation and distance from government overreach.,1,0,21,2023-04-06T22:08:46.000Z
@ParaschivaCris1,I just earned the Data Analysis with Python certification @freeCodeCamp ! Check it out here:,0,0,2,2023-04-04T16:49:31.000Z
@AbyssBeast333,The Galaxy Song - Monty Python #TheGalaxySong #MontyPython,0,0,123,2023-04-03T23:39:14.000Z
@AjayiAdedapo001,How to Use Python for Mobile App Development. { by Adedapo Ajayi } from @hashnode #python3 #appdevelopment #codenewbies #code,0,0,9,2023-04-06T13:42:56.000Z
@CharlFanatical,Start your journey into the popular language with a Python Programming for Beginners course for less than £8! https://fanatical.com/en/bundle/python-programming-bundle… #pythonprogramming #LearnToCode #pythoncode #elearning,0,0,18,2023-04-04T08:25:35.000Z
@SellsBelle,"Check out The New Yorker Magazine July 4, 2016 Monty Python Silly Walk Barry Blitt Cover https://ebay.com/itm/195506561994?mkcid=16&mkevt=1&mkrid=711-127632-2357-0&ssspo=VrMNgAUWTYm&sssrc=2524149&ssuid=VrMNgAUWTYm&widget_ver=artemis&media=TW… #eBay via @eBay",0,0,16,2023-04-04T21:43:23.000Z
@techmeetups2010,Pixida is hiring for Python developer(m/f/d)! Do you have what it takes to join our team? Apply now https://buff.ly/40xhCq1 #techmeetups #Jobhunting #Munich #MunichJobs #Hiring #Pixida,0,0,9,2023-04-03T08:01:20.000Z
@embedded_house,How to Build a Web App Python: So you wanna build a Flask App and don’t know where to start? Researching different frameworks to see what’s best? Welcome to this tutorial on building a web app using Python and Flask!… http://dlvr.it/SlwgJv #opensource #programming #python,0,0,7,2023-04-03T15:06:04.000Z
@amansingh__19,"Hello #datafam, I did a brief analysis of the Video Games Dataset taken from Kaggle and analyzed it using Python and came up with insights based on the dataset. Tool Used: Pycharm https://github.com/amansingh1912/VideoGamesDataAnalysis_Using_Python… #DataScience #DataAnalytics #Python",0,0,14,2023-04-03T08:37:42.000Z
@Tech_Coders,New Video Uploaded on YouTube. How to Create a Virus Sketch in Python with Turtle Graphics? #shorts #python #viral Click here :,0,0,6,2023-04-03T12:12:46.000Z
@GendaPhoolStore,Check out this listing I just added to my #Poshmark closet: Bikini - Python Print. https://poshmark.in/listing/642922839464f30da6848fdf?utm_source=tw_sh&utm_content=ext_trk%3Dbranch%26feature%3Dsh_li_el_ios%26rfuid%3Dext1%3Ae78bf77e-8642-46a4-bfb3-6bbccdfe08dd… #shopmycloset @poshmarkapp,0,0,0,2023-04-02T07:32:42.000Z
@MMaazff37,Check out my 'Basics of Python Programming for Absolute Beginners' Bootcamp digital certificate/badge issued by Open Weaver Inc via @sertifier ! #scripting #python(programminglanguage) #opensourcetechnology #algorithms,0,0,2,2023-04-05T11:37:57.000Z
@KitwanaEzechiel,Another article i just published on medium. I am currently posting statistical concepts. This time i exclusively talked about Logistic regression and how you can implement in python. #ML #Python #DataScience #Statistics,0,1,10,2023-04-04T13:30:24.000Z
@ItsmeChloeEve,Hire Python Developers: Are you looking for python development services company in india? Lenstrapath Technology provide you python development services at affordable price. For more information visit https://lenstrapath.com/python-development-services/… #pythondevelopement #pythonsitedevelopement #Developer,0,0,3,2023-04-06T09:03:01.000Z
@ChetanK94578565,"𝐂𝐨𝐫𝐞 𝐏𝐲𝐭𝐡𝐨𝐧 𝐂𝐡𝐞𝐚𝐭𝐬𝐡𝐞𝐞𝐭 Why I prefer #python ? Python is #opensource , And it has a great support #community , Plus, extensive support #libraries . Its data structures are user-friendly. This amazing cheat sheet star…",0,0,10,2023-04-04T10:59:29.000Z
@kpradeep_7,Do you want to boost your Python skills and career by learning other programming languages? Find out how and why in my new @hashnode blog post. https://pradeepkurapati.hashnode.dev/the-benefits-of-being-a-multilingual-developer… #python #programming #coding #developer #pythondeveloper,0,0,16,2023-04-05T05:25:37.000Z
